Recency,Frequency,Monetary,Cluster_2,Cluster_4,Segment,PCA1,PCA2
3,4,942.34,1,2,Recent Customers,1.2962139607596557,-1.3536799946813165
214,1,92.72,0,1,At Risk,-2.149792849837236,-0.019350526196621816
71,2,948.88,0,3,Regular Customers,-0.2668525468827105,0.28574575265170105
75,5,1759.5,1,3,Regular Customers,0.6322579644453117,0.8098838138684947
60,1,397.12,0,1,At Risk,-0.9827270096511456,-0.29115989712003276
3,7,1474.72,1,0,Champions,1.9336744195589657,-1.0109221779580562
6,3,430.15000000000003,1,2,Recent Customers,0.5092780466750003,-1.3694375800622771
3,6,1018.71,1,0,Champions,1.6375860326669764,-1.1966205839261463
337,2,293.0,0,1,At Risk,-1.413635259186689,0.8389286508683856
38,6,6814.64,1,3,Regular Customers,1.6684285982596045,0.9389004083975111
262,1,215.05,0,1,At Risk,-1.8307576685202813,0.4125804959372765
32,2,383.03,0,2,Recent Customers,-0.3982359159661282,-0.5386536301250138
145,1,417.38,0,1,At Risk,-1.2925736897805802,0.2801745988549101
283,1,312.38,0,1,At Risk,-1.6837612286355557,0.5967295830059631
59,4,2610.36,1,3,Regular Customers,0.7445292251873945,0.7338829177282233
173,1,134.1,0,1,At Risk,-1.895568260268652,-0.02028957605893249
34,2,671.95,0,2,Recent Customers,-0.15473513889443566,-0.29705199200805066
3,14,5591.42,1,0,Champions,3.134179225701623,-0.2852499020207971
144,4,2726.77,1,3,Regular Customers,0.4281377937072306,1.3091452271724648
5,25,3991.58,1,0,Champions,3.317229495440326,0.05946502019794574
70,2,1118.99,0,3,Regular Customers,-0.18339774003058398,0.3368781608576544
66,8,1702.26,1,3,Regular Customers,1.031622168198811,0.8730421557917294
29,2,325.96000000000004,0,2,Recent Customers,-0.4381111083079763,-0.6576683944030386
267,4,354.09,0,1,At Risk,-0.7732465145054641,0.9559777490486511
22,1,843.64,0,2,Recent Customers,-0.25349449336133156,-0.6355492350384349
31,2,1010.29,0,3,Regular Customers,0.07262529681197596,-0.2055159409535922
97,1,131.81,0,1,At Risk,-1.6843738850973864,-0.39045078025387997
295,1,311.55,0,1,At Risk,-1.7008277853180938,0.6219992668837134
135,6,1957.1000000000001,1,3,Regular Customers,0.5998891566188357,1.2764933187654235
79,3,1316.25,0,3,Regular Customers,0.10824489386052487,0.58166400913694
373,1,38.1,0,1,At Risk,-2.775775375417732,0.013224199313214306
8,6,2170.78,1,0,Champions,1.6862875842710432,-0.40719386221231946
211,2,1106.4,0,3,Regular Customers,-0.6066280477916571,1.0262274180186621
52,1,521.2,0,1,At Risk,-0.800387915064507,-0.2814722378620132
138,1,147.12,0,1,At Risk,-1.766152754118556,-0.1291502328501859
26,2,1568.23,1,3,Regular Customers,0.34585057437141614,-0.1532048517224535
283,1,559.12,0,1,At Risk,-1.4084027207256598,0.8082355986400227
26,7,4009.34,1,0,Champions,1.6782605425020953,0.5637113221201607
186,6,1607.0600000000002,1,3,Regular Customers,0.38485736413471805,1.406643939718863
84,2,380.64,0,1,At Risk,-0.7626210324254661,0.05886711706229226
327,2,599.97,0,1,At Risk,-1.0631582382121414,1.080283525422963
282,1,374.0,0,1,At Risk,-1.597298357529403,0.6598716125309028
143,2,343.2300000000001,0,1,At Risk,-1.0129134266873325,0.35547992940816
58,2,2218.02,0,3,Regular Customers,0.21152821913918576,0.46853292584805306
4,12,1535.77,1,0,Champions,2.30697184242629,-0.6689834627905965
236,2,854.99,0,1,At Risk,-0.7713113563516623,1.0031079028817882
45,3,573.22,0,3,Regular Customers,-0.07404915295674601,-0.07154154702457165
276,1,298.0,0,1,At Risk,-1.6965002866693784,0.5638008687402449
9,2,1463.04,1,2,Recent Customers,0.6923713348490749,-0.8081332284775538
25,4,703.47,1,3,Regular Customers,0.4427448428287404,-0.27341816066908087
88,1,309.05,0,1,At Risk,-1.2455798542100291,-0.14274100744313278
63,3,1175.22,0,3,Regular Customers,0.1397917560241044,0.39896269056806233
68,2,1378.4,0,3,Regular Customers,-0.07370247925849745,0.39463874346315303
214,2,354.12,0,1,At Risk,-1.1512597552912138,0.620920516182029
24,1,376.71999999999997,0,2,Recent Customers,-0.6669262585914854,-0.8757867184892896
186,3,331.0,0,1,At Risk,-0.8695680536348815,0.6179933686958081
31,1,176.55,0,2,Recent Customers,-1.1191667834291876,-0.9942314180443699
42,2,372.8,0,2,Recent Customers,-0.5121500385865173,-0.38068895612488346
205,2,216.5,0,1,At Risk,-1.3673828495779872,0.41525856335755196
9,28,17654.54,1,0,Champions,3.9257906348415235,0.9664970794798434
265,1,138.68,0,1,At Risk,-2.041896078546018,0.26092096446442054
18,2,496.06,0,2,Recent Customers,-0.06501939493968434,-0.7946686252301793
12,5,2919.81,1,0,Champions,1.5468313897373775,-0.12512682179884776
176,2,750.0,0,1,At Risk,-0.7218468605709736,0.770398177549861
40,5,2178.67,1,3,Regular Customers,0.9692804103757199,0.4964282958595416
23,8,3075.04,1,0,Champions,1.7040690089230648,0.43749977787586247
3,5,1662.3,1,0,Champions,1.7300984508978956,-1.0773864504672952
5,5,2483.63,1,0,Champions,1.7654997809151596,-0.674185032675615
149,2,363.65,0,1,At Risk,-1.0011827338363017,0.40234680439915305
139,4,2944.95,1,3,Regular Customers,0.4780274177206212,1.3149239794407717
128,1,594.0,0,1,At Risk,-1.0783005687542615,0.32995930210178354
8,6,1335.19,1,0,Champions,1.4559784573550412,-0.5840969336587346
17,1,162.78,0,2,Recent Customers,-0.9376565518600792,-1.388376955174349
9,37,16587.09,1,0,Champions,4.140795254696931,1.0471749974203335
161,1,405.38,0,1,At Risk,-1.3460961565204594,0.3354985451483365
64,1,172.82,0,1,At Risk,-1.3999374509277478,-0.5527246610691405
88,4,933.7,0,3,Regular Customers,0.10676273446802527,0.6096548491807784
5,2,694.05,1,2,Recent Customers,0.5342734524753776,-1.403285651625734
35,5,2062.7000000000003,1,3,Regular Customers,0.9930369382927633,0.39407080817098544
312,1,117.85,0,1,At Risk,-2.180622063706986,0.3052506522794013
78,2,415.8,0,1,At Risk,-0.6928707489033106,0.044557716224302005
22,15,42055.96,1,0,Champions,3.4810490776054146,1.5831411768866264
24,3,607.53,0,2,Recent Customers,0.18639703856413115,-0.43695773505043645
2,7,2160.7,1,0,Champions,2.224576780049597,-1.0542595613728265
17,4,1063.9,1,3,Regular Customers,0.7791315136714959,-0.35604636433708153
15,4,1504.27,1,3,Regular Customers,0.988225552638158,-0.3046652862958898
26,1,114.14,0,2,Recent Customers,-1.259624113368866,-1.2596746655627538
64,8,11581.8,1,0,Champions,1.9521441360449439,1.5520018410479262
55,2,899.69,0,3,Regular Customers,-0.19606393361773278,0.10706212640211224
131,3,675.6,0,3,Regular Customers,-0.3989427764088326,0.6564827907505484
36,2,604.51,0,2,Recent Customers,-0.22603351651719186,-0.30028422666882504
288,1,462.95,0,1,At Risk,-1.5043882236568313,0.7506926177112523
144,6,1603.99,1,3,Regular Customers,0.48112196703258037,1.2446905984699863
16,7,2064.95,1,0,Champions,1.5404811278643396,0.028866106008244043
31,8,4167.22,1,0,Champions,1.7382453163015568,0.7305337997948067
2,3,1843.0,1,2,Recent Customers,1.522004229285428,-1.3772951743248336
9,6,1064.07,1,0,Champions,1.3082011206011115,-0.5999000124342593
6,4,1387.79,1,2,Recent Customers,1.265826903022782,-0.8580593061050832
10,1,329.85,0,2,Recent Customers,-0.41613328693584484,-1.4444884837440812
1,11,4757.16,1,0,Champions,3.1204458408363447,-0.8688551879423655
306,1,108.07,0,1,At Risk,-2.213945159076213,0.2617054755101289
10,8,4017.54,1,0,Champions,2.1288182299145793,0.04027219082041368
7,2,266.39,0,2,Recent Customers,-0.028569722052018548,-1.5688291141371769
8,8,1856.63,1,0,Champions,1.8396074639098792,-0.36796645780967174
89,1,769.8100000000001,0,1,At Risk,-0.818030613079747,0.196026041942217
10,1,160.18,0,2,Recent Customers,-0.7571191028082511,-1.7064035843535796
358,2,1660.9,0,3,Regular Customers,-0.6153583539325115,1.5079918431153527
112,1,135.95,0,1,At Risk,-1.724223320681876,-0.2889856688273824
7,4,405.47,1,2,Recent Customers,0.6322336654787944,-1.2208987832597218
4,86,11189.91,1,0,Champions,4.9684726590491,0.7812689680105894
198,1,144.8,0,1,At Risk,-1.9107109017415265,0.09257587746511255
212,1,738.6,0,1,At Risk,-1.1667131979653917,0.7270972723548013
156,1,39.239999999999995,0,1,At Risk,-2.4305705075366784,-0.5265715983702872
158,9,7374.900000000001,1,3,Regular Customers,1.4917890971033192,1.9950040999928995
30,2,372.21999999999997,0,2,Recent Customers,-0.38789164626488765,-0.5886865139718962
243,1,390.54,0,1,At Risk,-1.520190862003782,0.5815921010132524
19,1,97.5,0,2,Recent Customers,-1.2189967574751686,-1.506771199350589
1,2,1239.38,1,2,Recent Customers,1.228566968344525,-1.8887921837927866
74,2,558.7,0,1,At Risk,-0.5332438121078014,0.11898397436617247
292,1,505.82,0,1,At Risk,-1.4677336854507825,0.7915947071332663
3,15,6924.110000000001,1,0,Champions,3.2939244885604495,-0.18271694990924978
31,3,409.5,0,2,Recent Customers,-0.09456397164589836,-0.42384068271481823
23,2,503.76,0,2,Recent Customers,-0.1469709278697332,-0.6409731195989423
23,4,414.76,0,2,Recent Customers,0.22328095407651624,-0.516218719434975
4,3,974.4200000000001,1,2,Recent Customers,1.0249160999075646,-1.2853986116786584
85,1,211.32,0,1,At Risk,-1.4120152852757404,-0.3023800358098589
22,4,1226.89,1,3,Regular Customers,0.753022728818229,-0.14878579314717266
196,3,455.88,0,1,At Risk,-0.7380771428124036,0.7673035935561213
107,3,534.85,0,3,Regular Customers,-0.4328723688686288,0.44432852786436616
4,13,9785.970000000001,1,0,Champions,3.25186620167655,0.033640889780165134
318,1,120.94999999999999,0,1,At Risk,-2.1756664095618556,0.3266656426981375
106,3,149.05,0,1,At Risk,-1.0328647035693632,-0.02515903975393147
12,18,5655.91,1,0,Champions,2.903270869019172,0.5565410353954273
174,2,513.7,0,1,At Risk,-0.8966520659199609,0.6255900875770565
56,1,81.57,0,1,At Risk,-1.7027163652640203,-0.9070874290844217
323,1,229.46999999999997,0,1,At Risk,-1.879802845841362,0.5683444015595409
372,1,50.550000000000004,0,1,At Risk,-2.64368192295181,0.11220381510165892
9,8,1646.8400000000001,1,0,Champions,1.742538984324406,-0.3448194840937502
1,13,4810.9400000000005,1,0,Champions,3.265259943092451,-0.8057961097858659
11,10,3466.2799999999997,1,0,Champions,2.207198321047807,0.11845463155316587
53,5,3339.64,1,3,Regular Customers,1.0665327523120527,0.8265330343177878
73,3,789.89,0,3,Regular Customers,-0.10386090994307619,0.346445255034372
7,1,204.0,0,2,Recent Customers,-0.5214415842154578,-1.8206959872252055
16,28,7277.7,1,0,Champions,3.3029437230855887,0.980160908945046
4,9,2616.38,1,0,Champions,2.322052236032184,-0.5754074619421362
64,2,689.9,0,3,Regular Customers,-0.37872517945496875,0.10496651619493026
1,5,975.36,1,2,Recent Customers,1.7422835892877895,-1.7108189680351884
114,6,6912.0,1,3,Regular Customers,1.2620725261430132,1.6295857409864012
23,2,661.3199999999999,0,2,Recent Customers,-0.01815910043366657,-0.5420312833929604
31,3,1247.5,1,3,Regular Customers,0.43284977365033195,-0.018728159753498466
11,2,752.4399999999999,1,2,Recent Customers,0.3077406570016139,-0.934496018181617
52,2,1010.18,0,3,Regular Customers,-0.12016566924135591,0.11430060521458253
357,1,190.55,0,1,At Risk,-2.0056276462078237,0.5642369918784865
55,2,642.77,0,3,Regular Customers,-0.35529467169977536,-0.01524482257810124
74,2,921.88,0,3,Regular Customers,-0.29611942824460014,0.30112192253154524
138,3,881.07,0,3,Regular Customers,-0.29293951780644145,0.7858232945064209
80,3,908.46,0,3,Regular Customers,-0.07215164418334678,0.454619427595764
9,2,676.99,1,2,Recent Customers,0.3273557275684586,-1.0885058863851587
273,1,516.42,0,1,At Risk,-1.432308267340714,0.756631460232596
291,1,560.47,0,1,At Risk,-1.4178730250304514,0.8267228095927812
99,1,305.28000000000003,0,1,At Risk,-1.295896291318803,-0.07332166287267934
31,2,629.31,0,2,Recent Customers,-0.1515413503885821,-0.3777009035585993
32,10,3237.54,1,0,Champions,1.7884087127760797,0.73488860803009
14,4,1819.41,1,3,Regular Customers,1.1030111159655598,-0.27634716978871005
64,2,656.6800000000001,0,3,Regular Customers,-0.40208995547253146,0.08701976481554674
15,17,5836.86,1,0,Champions,2.789959220972855,0.6789568137212698
212,1,348.15000000000003,0,1,At Risk,-1.5226180921639312,0.45372265724675154
78,3,1214.41,0,3,Regular Customers,0.07489714949843675,0.5443842553223391
25,3,271.40000000000003,0,2,Recent Customers,-0.2096994084539316,-0.7048324981798882
250,1,183.4,0,1,At Risk,-1.8880253944646852,0.3252841064279254
254,1,307.53,0,1,At Risk,-1.650011566371478,0.5227672585260489
72,1,248.61,0,1,At Risk,-1.2726896504700493,-0.3473443049632382
191,1,346.98,0,1,At Risk,-1.4845594854646382,0.3866996481753821
13,4,1105.59,1,2,Recent Customers,0.8933417952967991,-0.5013773110679351
373,1,205.86,0,1,At Risk,-1.9858702563309005,0.6199593451968213
24,2,470.8,0,2,Recent Customers,-0.19458357827019468,-0.6396885445005485
82,1,115.46000000000001,0,1,At Risk,-1.6832043593455384,-0.5436106928835297
10,2,344.0,0,2,Recent Customers,-0.02938643410008878,-1.2741374426977146
1,24,4431.44,1,0,Champions,3.7509631265831316,-0.613923503288108
192,1,228.8,0,1,At Risk,-1.6832879361015602,0.23887148355555066
267,1,177.15,0,1,At Risk,-1.9294088239181482,0.3542702061011534
130,1,919.61,0,1,At Risk,-0.8772204876169226,0.4986784589744227
1,4,728.02,1,2,Recent Customers,1.4387927722515268,-1.886955642316163
3,26,12627.94,1,0,Champions,4.05228153630258,0.23626324698675116
4,5,220.10000000000002,1,2,Recent Customers,0.688038803000668,-1.6708715467657427
179,1,58.08,0,1,At Risk,-2.3007034527707932,-0.30003984277955603
12,11,28337.38,1,0,Champions,3.251483478564401,0.9676175321427325
126,9,3613.63,1,3,Regular Customers,1.2394493618728386,1.5927869932474605
4,2,303.75,0,2,Recent Customers,0.2129824499054528,-1.8191493691325469
158,2,416.08000000000004,0,1,At Risk,-0.9597432539048495,0.4882127844087037
3,97,58762.08,1,0,Champions,5.947790448456743,1.2893535763034858
9,14,8910.82,1,0,Champions,3.0050985435955995,0.465326636788132
28,1,345.82,0,2,Recent Customers,-0.7640902852189113,-0.8127817922824315
71,5,477.83,0,3,Regular Customers,0.03555743631818326,0.3014119259824753
276,8,7832.47,1,3,Regular Customers,1.2129386166178864,2.3285284687478214
21,12,1927.3200000000002,1,0,Champions,1.848619221614113,0.3529209495635133
71,1,74.39999999999999,0,1,At Risk,-1.8350286566572869,-0.792074597352442
33,10,6003.22,1,0,Champions,2.069720106814817,0.9786513360397797
1,28,28882.44,1,0,Champions,4.7739809857896764,0.12548483088227017
99,1,207.35999999999999,0,1,At Risk,-1.478556357867217,-0.2136249467056564
234,1,101.19,0,1,At Risk,-2.142745624072712,0.06854823926480264
1,24,6424.09,1,0,Champions,3.926998316604397,-0.478708862798533
40,1,243.94,0,1,At Risk,-1.0612749252858464,-0.7199324302786739
3,6,1098.48,1,0,Champions,1.673298987265685,-1.1691890555124154
133,1,76.5,0,1,At Risk,-2.059290395393857,-0.3882853742912451
44,4,1531.6200000000001,1,3,Regular Customers,0.6017492757426952,0.3574291976451404
373,1,350.06,0,1,At Risk,-1.7350823101242576,0.8125924316913666
60,2,786.54,0,3,Regular Customers,-0.2923871816682187,0.11238437639721832
31,7,1488.67,1,3,Regular Customers,1.1437930496441042,0.31073710287492334
1,24,12245.960000000001,1,0,Champions,4.2328604700309675,-0.243772648568043
12,4,2294.78,1,3,Regular Customers,1.2676846125763737,-0.2825645609441863
138,1,501.14,0,1,At Risk,-1.1872769959296245,0.31549085011845884
22,8,984.91,1,3,Regular Customers,1.180816730433886,-0.0038840575762795113
20,5,1197.81,1,3,Regular Customers,0.9413849332999525,-0.14544366551955004
239,1,30.599999999999998,0,1,At Risk,-2.7072933183482424,-0.3455633536414376
269,1,283.73,0,1,At Risk,-1.7099100937499285,0.5297645373142962
94,2,922.39,0,3,Regular Customers,-0.3861575148817679,0.4511784630724846
90,3,3756.33,1,3,Regular Customers,0.556023007823392,1.045081033747264
5,8,2099.64,1,0,Champions,2.0527872841266306,-0.5802298543039219
78,1,259.17,0,1,At Risk,-1.2832161629714103,-0.28217970562411065
94,1,64.0,0,1,At Risk,-2.011296788618505,-0.6703959439208425
23,3,1073.3,1,3,Regular Customers,0.47149071451158664,-0.25583042143184503
262,1,77.3,0,1,At Risk,-2.312007665851446,0.042926875164739066
274,2,109.8,0,1,At Risk,-1.7975448196745953,0.352753795672591
86,4,1793.58,1,3,Regular Customers,0.4247368688079878,0.8328173043256886
197,1,3096.0,0,3,Regular Customers,-0.4597892009960194,1.2023735982033208
56,5,2607.61,1,3,Regular Customers,0.9285992258046126,0.7707241123452075
11,8,3603.29,1,0,Champions,2.043994848968479,0.055808637374673495
22,6,962.39,1,3,Regular Customers,0.942455920728332,-0.10843237187473433
16,7,5064.94,1,0,Champions,1.9657747377125832,0.3555389863067632
108,3,422.47,0,1,At Risk,-0.5479958642224901,0.3644479479268899
85,5,2388.75,1,3,Regular Customers,0.7299353033384272,0.9995446567058276
19,1,307.09,0,2,Recent Customers,-0.6783003886321398,-1.091456141501661
333,1,110.95,0,1,At Risk,-2.233787347758908,0.32463405091499625
40,4,618.52,0,3,Regular Customers,0.20782474973283055,-0.03147640660746815
26,1,228.91,0,2,Recent Customers,-0.9317269818121067,-1.0078131329018454
10,4,712.8000000000001,1,2,Recent Customers,0.777578503206191,-0.8139387556813452
29,12,3683.26,1,0,Champions,2.037118703488708,0.7853326332930646
14,4,1676.06,1,3,Regular Customers,1.064121118814385,-0.306219020881673
296,1,1257.8700000000001,0,1,At Risk,-1.0415200989244295,1.1315487015625025
6,1,486.22,0,2,Recent Customers,-0.05995364751490365,-1.5900525577874116
33,4,971.76,1,3,Regular Customers,0.4932745729557155,0.014169693473621955
49,4,1741.22,1,3,Regular Customers,0.622279727099279,0.47090525367334146
95,4,1201.06,0,3,Regular Customers,0.1971225807751341,0.749272858335277
9,4,1429.35,1,2,Recent Customers,1.1435588822722422,-0.6212112190479391
22,1,91.8,0,2,Recent Customers,-1.300649909757292,-1.4398812731246085
313,1,112.75,0,1,At Risk,-2.202636612296944,0.2912990920595907
122,4,1688.29,0,3,Regular Customers,0.2637913178852849,1.0303134671028547
46,2,1021.48,0,3,Regular Customers,-0.06900145193628747,0.0421842466751878
283,1,417.2,0,1,At Risk,-1.5469468306681808,0.7018182850587827
19,4,791.33,1,2,Recent Customers,0.5986960255349872,-0.39693454227781366
36,4,1299.59,1,3,Regular Customers,0.5986856135741253,0.17355165865045993
64,2,712.88,0,3,Regular Customers,-0.363210911278323,0.11688320281713689
27,1,108.81,0,2,Recent Customers,-1.2959901170095325,-1.2538821674071305
22,3,468.41,0,2,Recent Customers,0.09517226566707741,-0.5843527037549764
4,2,353.65,1,2,Recent Customers,0.28488321833552577,-1.7639215675036677
16,3,2742.82,1,3,Regular Customers,1.0478261405621616,-0.13292942834054824
46,1,481.49,0,1,At Risk,-0.7919942096703511,-0.3864411152125076
65,1,282.45,0,1,At Risk,-1.1739001961696036,-0.3649445285746383
26,11,5725.47,1,0,Champions,2.214055323172795,0.8485477792670441
45,1,121.18,0,1,At Risk,-1.4350148653177572,-0.9002964689133743
8,9,3957.78,1,0,Champions,2.293706494027566,-0.052094470430576065
15,10,1668.95,1,0,Champions,1.7508973219234278,0.034747431111573336
268,1,71.4,0,1,At Risk,-2.357770492109937,0.028694547509900043
40,3,1575.89,1,3,Regular Customers,0.4488977351158921,0.2234300529473619
337,1,236.02,0,1,At Risk,-1.8826746186388288,0.6053677953765314
11,1,114.60000000000001,0,2,Recent Customers,-0.9479598482162428,-1.7723002865898274
19,2,260.68,0,2,Recent Customers,-0.38882601832027197,-0.9958212055272812
95,2,911.94,0,3,Regular Customers,-0.3955541412340197,0.4536713975272207
61,1,112.08,0,1,At Risk,-1.5857381525356897,-0.7392604032933237
